temp_max_diff,temp_min_diff,sunshine_percent_total_diff,precipitation_total_mm_diff,wind_avg_diff,wind_max_diff,wind_dir_avg_diff
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47363636363636485,0.3354545454545416,5.662018200654563,0.9,0.1704393939393939,0.2523636363636364,7.511522853373056
0.7981651376146826,0.6669724770642221,8.179161647051554,1.4651376146788992,0.27894495412844034,0.396605504587156,13.257591099623705
0.9944444444444469,0.9712962962962982,11.513481203296019,1.6657407407407407,0.40295524691358037,0.567037037037037,18.769727229525255
1.3869158878504693,1.2420560747663534,14.97324854100555,1.8327102803738318,0.5348364485981308,0.6974766355140187,28.047644769486535
2.0150943396226437,1.5160377358490587,16.70526870055172,2.1962264150943396,0.6170165094339622,0.7664150943396227,40.50692575141957
2.4485714285714266,1.8057142857142832,19.015041748375083,2.335238095238095,0.6960595238095237,0.8377142857142857,51.08086167070772
2.9413461538461543,2.020192307692305,21.44613292690216,2.2865384615384614,0.7497836538461538,0.9446153846153847,59.75875613148718
3.428155339805824,2.39514563106796,22.66431554781069,2.292233009708738,0.7966747572815533,1.0085436893203885,66.06374737636744
3.8050632911392364,2.3658227848101276,26.485639419183723,2.1911392405063292,0.810701476793249,1.0618987341772153,68.73047262726567
